pm10,so2,co,o3,no2,categori
42.0,29.0,26.0,25.0,4.0,BAIK
53.0,30.0,22.0,30.0,3.0,SEDANG
51.0,31.0,25.0,29.0,4.0,SEDANG
45.0,30.0,24.0,31.0,4.0,BAIK
40.0,29.0,26.0,34.0,3.0,BAIK
55.0,30.0,27.0,40.0,5.0,SEDANG
62.0,31.0,28.0,27.0,4.0,SEDANG
60.0,31.0,31.0,21.0,4.0,SEDANG
58.0,29.0,30.0,19.0,3.0,SEDANG
59.0,29.0,34.0,20.0,4.0,SEDANG
70.0,30.0,34.0,24.0,4.0,SEDANG
70.0,29.0,39.0,21.0,4.0,SEDANG
66.0,29.0,32.0,38.0,5.0,SEDANG
55.0,29.0,27.0,20.0,3.0,SEDANG
60.0,30.0,26.0,33.0,5.0,SEDANG
79.0,30.0,32.0,30.0,4.0,SEDANG
69.0,31.0,33.0,28.0,3.0,SEDANG
57.0,30.0,24.0,35.0,2.0,SEDANG
49.0,30.0,20.0,34.0,3.0,BAIK
59.0,31.0,22.0,39.0,3.0,SEDANG
53.0,31.0,23.0,26.0,4.0,SEDANG
41.0,29.0,23.0,43.0,4.0,BAIK
79.0,30.0,41.0,39.0,4.0,SEDANG
59.0,30.0,25.0,21.0,2.0,SEDANG
66.0,29.0,43.0,20.0,4.0,SEDANG
33.0,29.0,22.0,19.0,2.0,BAIK
48.0,29.0,25.0,19.0,2.0,BAIK
45.0,30.0,23.0,18.0,3.0,BAIK
52.0,30.0,31.0,19.0,2.0,SEDANG
55.0,30.0,36.0,19.0,2.0,SEDANG
31.0,29.0,19.0,19.0,2.0,BAIK
62.0,30.0,30.0,24.0,4.0,SEDANG
58.0,31.0,29.0,19.0,4.0,SEDANG
24.0,30.0,24.0,23.0,6.0,BAIK
52.0,30.0,25.0,18.0,3.0,SEDANG
55.0,30.0,26.0,25.0,3.0,SEDANG
30.0,30.0,18.0,12.0,2.0,BAIK
37.0,30.0,26.0,40.0,6.0,BAIK
66.0,30.0,38.0,36.0,7.0,SEDANG
65.0,30.0,36.0,37.0,4.0,SEDANG
52.0,30.0,31.0,26.0,5.0,SEDANG
61.0,30.0,25.0,41.0,5.0,SEDANG
49.0,30.0,25.0,21.0,3.0,BAIK
52.0,30.0,28.0,26.0,3.0,SEDANG
54.0,30.0,31.0,20.0,4.0,SEDANG
63.0,30.0,34.0,20.0,4.0,SEDANG
71.0,30.0,37.0,16.0,4.0,SEDANG
67.0,30.0,34.0,21.0,3.0,SEDANG
56.0,30.0,39.0,14.0,3.0,SEDANG
35.0,30.0,20.0,28.0,3.0,BAIK
52.0,30.0,28.0,21.0,3.0,SEDANG
51.0,31.0,21.0,44.0,4.0,SEDANG
54.0,31.0,24.0,34.0,5.0,SEDANG
49.0,31.0,23.0,25.0,4.0,BAIK
58.0,31.0,24.0,29.0,4.0,SEDANG
65.0,31.0,28.0,35.0,5.0,SEDANG
87.0,30.0,39.0,25.0,5.0,SEDANG
34.0,30.0,22.0,17.0,2.0,BAIK
54.0,31.0,34.0,35.0,4.0,SEDANG
61.0,30.0,41.0,20.0,5.0,SEDANG
49.0,30.0,27.0,13.0,2.0,BAIK
55.0,31.0,26.0,20.0,3.0,SEDANG
59.0,31.0,28.0,19.0,4.0,SEDANG
55.0,30.0,33.0,18.0,3.0,SEDANG
53.0,31.0,28.0,31.0,3.0,SEDANG
44.0,31.0,23.0,32.0,4.0,BAIK
45.0,30.0,25.0,20.0,3.0,BAIK
41.0,30.0,22.0,16.0,2.0,BAIK
40.0,31.0,22.0,16.0,3.0,BAIK
60.0,32.0,27.0,44.0,5.0,SEDANG
68.0,32.0,27.0,50.0,5.0,SEDANG
104.0,32.0,42.0,46.0,5.0,TIDAK SEHAT
61.0,31.0,31.0,55.0,5.0,SEDANG
65.0,31.0,27.0,27.0,4.0,SEDANG
55.0,31.0,26.0,58.0,4.0,SEDANG
59.0,33.0,24.0,31.0,4.0,SEDANG
62.0,31.0,31.0,47.0,5.0,SEDANG
54.0,31.0,34.0,48.0,3.0,SEDANG
44.0,30.0,23.0,27.0,2.0,BAIK
55.0,31.0,27.0,31.0,3.0,SEDANG
41.0,31.0,30.0,21.0,5.0,BAIK
54.0,31.0,32.0,26.0,3.0,SEDANG
56.0,32.0,26.0,27.0,4.0,SEDANG
59.0,32.0,29.0,22.0,3.0,SEDANG
59.0,32.0,30.0,36.0,5.0,SEDANG
53.0,32.0,29.0,24.0,3.0,SEDANG
53.0,31.0,28.0,25.0,4.0,SEDANG
61.0,32.0,28.0,58.0,6.0,SEDANG
57.0,31.0,27.0,60.0,5.0,SEDANG
63.0,32.0,32.0,21.0,4.0,SEDANG
29.0,32.0,21.0,10.0,2.0,BAIK
67.0,34.0,26.0,23.0,4.0,SEDANG
77.0,32.0,39.0,29.0,4.0,SEDANG
65.0,31.0,31.0,22.0,4.0,SEDANG
37.0,31.0,27.0,26.0,4.0,BAIK
62.0,32.0,26.0,14.0,3.0,SEDANG
55.0,31.0,32.0,10.0,3.0,SEDANG
28.0,31.0,17.0,10.0,1.0,BAIK
24.0,31.0,17.0,10.0,1.0,BAIK
38.0,31.0,17.0,7.0,1.0,BAIK
23.0,31.0,16.0,11.0,1.0,BAIK
28.0,31.0,19.0,12.0,1.0,BAIK
39.0,31.0,20.0,16.0,2.0,BAIK
58.0,32.0,24.0,21.0,3.0,SEDANG
35.0,31.0,22.0,15.0,2.0,BAIK
27.0,31.0,18.0,12.0,2.0,BAIK
33.0,31.0,17.0,17.0,1.0,BAIK
31.0,31.0,18.0,20.0,1.0,BAIK
34.0,32.0,17.0,14.0,2.0,BAIK
39.0,32.0,21.0,15.0,2.0,BAIK
44.0,31.0,25.0,10.0,2.0,BAIK
34.0,31.0,18.0,11.0,2.0,BAIK
21.0,31.0,18.0,14.0,1.0,BAIK
20.0,32.0,15.0,14.0,1.0,BAIK
23.0,32.0,16.0,12.0,1.0,BAIK
19.0,31.0,16.0,12.0,1.0,BAIK
21.0,31.0,16.0,13.0,1.0,BAIK
17.0,31.0,15.0,11.0,1.0,BAIK
49.0,32.0,23.0,23.0,2.0,BAIK
23.0,31.0,18.0,19.0,3.0,BAIK
28.0,32.0,18.0,10.0,1.0,BAIK
20.0,32.0,19.0,11.0,1.0,BAIK
51.0,32.0,24.0,12.0,2.0,SEDANG
55.0,33.0,26.0,16.0,3.0,SEDANG
63.0,34.0,25.0,21.0,2.0,SEDANG
16.0,32.0,16.0,19.0,1.0,BAIK
18.0,32.0,17.0,20.0,2.0,BAIK
24.0,32.0,22.0,20.0,2.0,BAIK
29.0,32.0,25.0,14.0,2.0,BAIK
21.0,31.0,24.0,18.0,2.0,BAIK
30.0,32.0,22.0,17.0,3.0,BAIK
29.0,33.0,17.0,19.0,2.0,BAIK
29.0,32.0,23.0,13.0,2.0,BAIK
38.0,32.0,34.0,21.0,4.0,BAIK
25.0,32.0,25.0,20.0,2.0,BAIK
29.0,32.0,23.0,17.0,2.0,BAIK
29.0,32.0,19.0,12.0,1.0,BAIK
22.0,31.0,17.0,13.0,1.0,BAIK
27.0,32.0,16.0,17.0,1.0,BAIK
24.0,28.0,19.0,14.0,1.0,BAIK
47.0,14.0,24.0,22.0,2.0,BAIK
32.0,13.0,23.0,18.0,3.0,BAIK
35.0,12.0,25.0,19.0,2.0,BAIK
33.0,12.0,21.0,19.0,2.0,BAIK
31.0,12.0,23.0,20.0,2.0,BAIK
41.0,16.0,22.0,27.0,3.0,BAIK
39.0,6.0,20.0,22.0,2.0,BAIK
28.0,6.0,19.0,23.0,3.0,BAIK
41.0,6.0,20.0,22.0,2.0,BAIK
30.0,4.0,23.0,32.0,3.0,BAIK
32.0,6.0,23.0,42.0,4.0,BAIK
35.0,3.0,18.0,40.0,3.0,BAIK
43.0,4.0,21.0,42.0,3.0,BAIK
34.0,5.0,32.0,41.0,4.0,BAIK
27.0,6.0,22.0,40.0,4.0,BAIK
36.0,7.0,19.0,38.0,3.0,BAIK
52.0,4.0,30.0,33.0,4.0,SEDANG
68.0,7.0,25.0,30.0,4.0,SEDANG
57.0,4.0,34.0,25.0,2.0,SEDANG
40.0,3.0,31.0,24.0,3.0,BAIK
51.0,3.0,34.0,46.0,4.0,SEDANG
58.0,15.0,25.0,78.0,5.0,SEDANG
52.0,7.0,27.0,71.0,7.0,SEDANG
62.0,7.0,30.0,67.0,5.0,SEDANG
50.0,6.0,24.0,68.0,3.0,SEDANG
44.0,8.0,25.0,60.0,4.0,SEDANG
30.0,6.0,23.0,44.0,4.0,BAIK
58.0,6.0,26.0,54.0,4.0,SEDANG
51.0,8.0,26.0,46.0,5.0,SEDANG
56.0,8.0,28.0,56.0,4.0,SEDANG
49.0,5.0,33.0,53.0,4.0,SEDANG
37.0,9.0,25.0,75.0,5.0,SEDANG
51.0,7.0,24.0,53.0,4.0,SEDANG
42.0,8.0,19.0,44.0,3.0,BAIK
41.0,10.0,22.0,42.0,4.0,BAIK
25.0,7.0,22.0,84.0,4.0,SEDANG
53.0,12.0,22.0,101.0,6.0,TIDAK SEHAT
62.0,8.0,28.0,43.0,5.0,SEDANG
56.0,9.0,27.0,63.0,4.0,SEDANG
57.0,6.0,29.0,53.0,4.0,SEDANG
53.0,9.0,24.0,60.0,5.0,SEDANG
62.0,14.0,24.0,48.0,4.0,SEDANG
36.0,8.0,20.0,31.0,3.0,BAIK
35.0,9.0,20.0,125.0,5.0,TIDAK SEHAT
63.0,10.0,25.0,80.0,5.0,SEDANG
55.0,7.0,33.0,52.0,6.0,SEDANG
51.0,13.0,27.0,50.0,2.0,SEDANG
35.0,7.0,17.0,26.0,2.0,BAIK
51.0,13.0,23.0,32.0,3.0,SEDANG
34.0,8.0,24.0,47.0,6.0,BAIK
46.0,6.0,33.0,34.0,7.0,BAIK
77.0,11.0,50.0,97.0,7.0,SEDANG
52.0,10.0,20.0,41.0,4.0,SEDANG
57.0,9.0,30.0,54.0,3.0,SEDANG
42.0,8.0,23.0,80.0,5.0,SEDANG
64.0,12.0,35.0,71.0,3.0,SEDANG
51.0,8.0,27.0,62.0,4.0,SEDANG
32.0,9.0,20.0,26.0,3.0,BAIK
37.0,12.0,24.0,8.0,3.0,BAIK
31.0,12.0,24.0,6.0,4.0,BAIK
33.0,10.0,16.0,6.0,2.0,BAIK
40.0,12.0,17.0,57.0,3.0,SEDANG
17.0,8.0,16.0,38.0,1.0,BAIK
23.0,7.0,14.0,31.0,1.0,BAIK
46.0,8.0,20.0,55.0,6.0,SEDANG
43.0,7.0,23.0,73.0,4.0,SEDANG
39.0,9.0,26.0,47.0,5.0,BAIK
56.0,8.0,26.0,34.0,5.0,SEDANG
55.0,8.0,24.0,45.0,5.0,SEDANG
61.0,9.0,20.0,45.0,3.0,SEDANG
73.0,9.0,26.0,69.0,5.0,SEDANG
65.0,10.0,24.0,76.0,6.0,SEDANG
79.0,7.0,26.0,86.0,7.0,SEDANG
57.0,10.0,24.0,65.0,7.0,SEDANG
71.0,8.0,31.0,56.0,6.0,SEDANG
53.0,11.0,22.0,67.0,5.0,SEDANG
50.0,12.0,17.0,43.0,5.0,BAIK
68.0,10.0,30.0,35.0,4.0,SEDANG
47.0,10.0,18.0,44.0,6.0,BAIK
61.0,11.0,33.0,82.0,6.0,SEDANG
53.0,10.0,28.0,51.0,5.0,SEDANG
39.0,10.0,17.0,32.0,2.0,BAIK
43.0,11.0,18.0,89.0,3.0,SEDANG
57.0,12.0,20.0,88.0,4.0,SEDANG
50.0,8.0,27.0,67.0,4.0,SEDANG
62.0,10.0,34.0,86.0,4.0,SEDANG
49.0,9.0,22.0,68.0,4.0,SEDANG
51.0,11.0,23.0,53.0,4.0,SEDANG
49.0,10.0,22.0,31.0,5.0,BAIK
53.0,8.0,26.0,48.0,6.0,SEDANG
55.0,10.0,27.0,52.0,3.0,SEDANG
54.0,11.0,30.0,42.0,5.0,SEDANG
64.0,11.0,28.0,35.0,4.0,SEDANG
76.0,14.0,28.0,87.0,5.0,SEDANG
71.0,15.0,25.0,78.0,5.0,SEDANG
59.0,12.0,20.0,80.0,5.0,SEDANG
50.0,12.0,20.0,76.0,3.0,SEDANG
20.0,15.0,19.0,91.0,5.0,SEDANG
53.0,11.0,21.0,78.0,6.0,SEDANG
60.0,11.0,24.0,56.0,7.0,SEDANG
56.0,11.0,20.0,81.0,9.0,SEDANG
46.0,11.0,23.0,85.0,7.0,SEDANG
59.0,15.0,18.0,64.0,6.0,SEDANG
51.0,14.0,19.0,53.0,3.0,SEDANG
35.0,14.0,19.0,53.0,5.0,SEDANG
44.0,13.0,21.0,85.0,11.0,SEDANG
61.0,17.0,20.0,82.0,8.0,SEDANG
69.0,14.0,19.0,87.0,4.0,SEDANG
54.0,13.0,20.0,134.0,9.0,TIDAK SEHAT
69.0,14.0,24.0,79.0,8.0,SEDANG
58.0,15.0,16.0,65.0,4.0,SEDANG
36.0,12.0,20.0,31.0,3.0,BAIK
61.0,18.0,23.0,29.0,3.0,SEDANG
56.0,15.0,17.0,26.0,3.0,SEDANG
41.0,11.0,20.0,23.0,3.0,BAIK
53.0,14.0,25.0,75.0,4.0,SEDANG
71.0,15.0,21.0,75.0,4.0,SEDANG
42.0,13.0,23.0,72.0,5.0,SEDANG
36.0,12.0,28.0,55.0,5.0,SEDANG
31.0,12.0,19.0,63.0,6.0,SEDANG
41.0,16.0,18.0,32.0,4.0,BAIK
38.0,21.0,18.0,31.0,3.0,BAIK
51.0,20.0,17.0,47.0,3.0,SEDANG
50.0,13.0,20.0,77.0,4.0,SEDANG
57.0,13.0,19.0,56.0,5.0,SEDANG
52.0,13.0,17.0,48.0,4.0,SEDANG
54.0,14.0,23.0,70.0,6.0,SEDANG
54.0,12.0,20.0,49.0,7.0,SEDANG
51.0,13.0,20.0,44.0,5.0,SEDANG
50.0,16.0,18.0,32.0,2.0,BAIK
42.0,15.0,18.0,55.0,3.0,SEDANG
51.0,12.0,24.0,67.0,3.0,SEDANG
34.0,14.0,21.0,84.0,4.0,SEDANG
52.0,17.0,18.0,63.0,7.0,SEDANG
63.0,19.0,21.0,65.0,4.0,SEDANG
58.0,17.0,29.0,36.0,4.0,SEDANG
60.0,18.0,27.0,40.0,4.0,SEDANG
40.0,14.0,19.0,30.0,2.0,BAIK
55.0,15.0,27.0,31.0,2.0,SEDANG
12.0,12.0,14.0,29.0,1.0,BAIK
20.0,11.0,15.0,33.0,2.0,BAIK
28.0,13.0,25.0,33.0,3.0,BAIK
33.0,12.0,19.0,46.0,3.0,BAIK
29.0,11.0,16.0,57.0,3.0,SEDANG
27.0,13.0,22.0,42.0,3.0,BAIK
49.0,14.0,18.0,39.0,3.0,BAIK
45.0,13.0,14.0,48.0,2.0,BAIK
35.0,14.0,16.0,53.0,2.0,SEDANG
60.0,13.0,18.0,80.0,6.0,SEDANG
49.0,14.0,19.0,90.0,7.0,SEDANG
66.0,16.0,21.0,141.0,7.0,TIDAK SEHAT
79.0,17.0,28.0,94.0,6.0,SEDANG
38.0,15.0,16.0,58.0,3.0,SEDANG
24.0,13.0,19.0,54.0,5.0,SEDANG
30.0,15.0,19.0,73.0,5.0,SEDANG
27.0,14.0,19.0,74.0,5.0,SEDANG
37.0,16.0,23.0,103.0,5.0,TIDAK SEHAT
45.0,18.0,22.0,71.0,5.0,SEDANG
40.0,17.0,22.0,45.0,5.0,BAIK
51.0,16.0,21.0,69.0,4.0,SEDANG
38.0,16.0,19.0,96.0,6.0,SEDANG
59.0,18.0,26.0,97.0,7.0,SEDANG
86.0,20.0,22.0,122.0,9.0,TIDAK SEHAT
53.0,15.0,24.0,50.0,7.0,SEDANG
43.0,13.0,23.0,95.0,5.0,SEDANG
49.0,17.0,23.0,77.0,9.0,SEDANG
45.0,14.0,20.0,64.0,4.0,SEDANG
46.0,13.0,25.0,82.0,5.0,SEDANG
48.0,16.0,20.0,56.0,6.0,SEDANG
50.0,19.0,19.0,76.0,5.0,SEDANG
50.0,17.0,20.0,85.0,10.0,SEDANG
57.0,16.0,20.0,70.0,9.0,SEDANG
38.0,16.0,18.0,55.0,5.0,SEDANG
55.0,15.0,24.0,87.0,5.0,SEDANG
48.0,14.0,19.0,74.0,4.0,SEDANG
53.0,17.0,18.0,74.0,6.0,SEDANG
46.0,18.0,19.0,60.0,5.0,SEDANG
42.0,17.0,18.0,80.0,7.0,SEDANG
52.0,18.0,18.0,97.0,7.0,SEDANG
62.0,18.0,19.0,90.0,7.0,SEDANG
61.0,18.0,19.0,90.0,5.0,SEDANG
68.0,19.0,18.0,59.0,6.0,SEDANG
60.0,21.0,19.0,85.0,6.0,SEDANG
56.0,16.0,23.0,141.0,6.0,TIDAK SEHAT
34.0,15.0,21.0,72.0,6.0,SEDANG
44.0,15.0,21.0,92.0,5.0,SEDANG
56.0,19.0,18.0,65.0,8.0,SEDANG
56.0,16.0,18.0,56.0,3.0,SEDANG
58.0,15.0,25.0,118.0,5.0,TIDAK SEHAT
70.0,16.0,23.0,102.0,6.0,TIDAK SEHAT
55.0,18.0,19.0,92.0,5.0,SEDANG
39.0,18.0,18.0,105.0,5.0,TIDAK SEHAT
5.0,21.0,17.0,63.0,4.0,SEDANG
18.0,17.0,16.0,49.0,3.0,BAIK
51.0,16.0,15.0,83.0,4.0,SEDANG
52.0,19.0,18.0,77.0,5.0,SEDANG
57.0,19.0,19.0,112.0,6.0,TIDAK SEHAT
71.0,19.0,21.0,59.0,5.0,SEDANG
52.0,19.0,18.0,63.0,4.0,SEDANG
53.0,19.0,16.0,66.0,4.0,SEDANG
53.0,25.0,19.0,58.0,4.0,SEDANG
62.0,20.0,18.0,51.0,6.0,SEDANG
56.0,18.0,16.0,49.0,5.0,SEDANG
61.0,24.0,21.0,138.0,6.0,TIDAK SEHAT
56.0,18.0,20.0,48.0,5.0,SEDANG
51.0,18.0,16.0,64.0,5.0,SEDANG
54.0,17.0,16.0,75.0,6.0,SEDANG
56.0,18.0,15.0,77.0,3.0,SEDANG
64.0,18.0,19.0,70.0,5.0,SEDANG
63.0,19.0,20.0,110.0,9.0,TIDAK SEHAT
52.0,17.0,19.0,79.0,6.0,SEDANG
57.0,17.0,19.0,57.0,4.0,SEDANG
59.0,20.0,16.0,50.0,3.0,SEDANG
54.0,20.0,16.0,72.0,3.0,SEDANG
55.0,21.0,16.0,64.0,4.0,SEDANG
52.0,18.0,17.0,86.0,4.0,SEDANG
56.0,17.0,20.0,95.0,4.0,SEDANG
59.0,16.0,20.0,61.0,5.0,SEDANG
59.0,19.0,21.0,113.0,6.0,TIDAK SEHAT
68.0,23.0,21.0,86.0,6.0,SEDANG
65.0,20.0,21.0,88.0,6.0,SEDANG
59.0,18.0,18.0,66.0,5.0,SEDANG
53.0,19.0,15.0,78.0,3.0,SEDANG
57.0,20.0,16.0,77.0,6.0,SEDANG
57.0,18.0,17.0,63.0,5.0,SEDANG
55.0,16.0,18.0,58.0,6.0,SEDANG
68.0,19.0,18.0,127.0,9.0,TIDAK SEHAT
63.0,20.0,21.0,137.0,7.0,TIDAK SEHAT
62.0,19.0,20.0,88.0,5.0,SEDANG
60.0,19.0,21.0,63.0,8.0,SEDANG
62.0,19.0,24.0,53.0,5.0,SEDANG
44.0,17.0,20.0,22.0,3.0,BAIK
60.0,16.0,31.0,81.0,7.0,SEDANG
59.0,17.0,22.0,55.0,9.0,SEDANG
42.0,17.0,20.0,56.0,4.0,SEDANG
52.0,17.0,20.0,53.0,4.0,SEDANG
48.0,17.0,26.0,47.0,4.0,BAIK
50.0,17.0,22.0,65.0,7.0,SEDANG
53.0,17.0,20.0,62.0,6.0,SEDANG
60.0,18.0,21.0,49.0,5.0,SEDANG
48.0,20.0,16.0,36.0,4.0,BAIK
52.0,17.0,20.0,82.0,4.0,SEDANG
39.0,18.0,19.0,41.0,4.0,BAIK
53.0,17.0,19.0,68.0,5.0,SEDANG
71.0,17.0,30.0,55.0,6.0,SEDANG
54.0,19.0,20.0,77.0,5.0,SEDANG
46.0,17.0,23.0,89.0,6.0,SEDANG
58.0,18.0,29.0,125.0,7.0,TIDAK SEHAT
36.0,18.0,19.0,107.0,5.0,TIDAK SEHAT
29.0,19.0,15.0,95.0,4.0,SEDANG
36.0,20.0,18.0,55.0,4.0,SEDANG
50.0,18.0,22.0,120.0,6.0,TIDAK SEHAT
36.0,20.0,21.0,115.0,6.0,TIDAK SEHAT
51.0,17.0,23.0,44.0,5.0,SEDANG
51.0,17.0,24.0,96.0,6.0,SEDANG
73.0,18.0,37.0,76.0,7.0,SEDANG
49.0,18.0,21.0,64.0,3.0,SEDANG
52.0,19.0,17.0,74.0,6.0,SEDANG
53.0,19.0,25.0,95.0,5.0,SEDANG
55.0,20.0,20.0,79.0,5.0,SEDANG
53.0,20.0,19.0,46.0,4.0,SEDANG
42.0,22.0,18.0,91.0,8.0,SEDANG
42.0,20.0,23.0,73.0,6.0,SEDANG
64.0,19.0,33.0,66.0,6.0,SEDANG
58.0,20.0,24.0,71.0,5.0,SEDANG
40.0,19.0,21.0,67.0,5.0,SEDANG
40.0,21.0,19.0,88.0,11.0,SEDANG
51.0,23.0,19.0,136.0,6.0,TIDAK SEHAT
51.0,21.0,19.0,105.0,8.0,TIDAK SEHAT
55.0,21.0,20.0,87.0,5.0,SEDANG
64.0,20.0,27.0,57.0,9.0,SEDANG
32.0,17.0,16.0,49.0,3.0,BAIK
37.0,17.0,19.0,12.0,3.0,BAIK
53.0,19.0,27.0,43.0,5.0,SEDANG
52.0,19.0,21.0,56.0,4.0,SEDANG
50.0,19.0,28.0,101.0,5.0,TIDAK SEHAT
56.0,20.0,24.0,150.0,5.0,TIDAK SEHAT
44.0,18.0,18.0,81.0,3.0,SEDANG
28.0,18.0,21.0,60.0,4.0,SEDANG
52.0,19.0,27.0,71.0,5.0,SEDANG
48.0,19.0,22.0,102.0,5.0,TIDAK SEHAT
54.0,26.0,27.0,125.0,6.0,TIDAK SEHAT
59.0,22.0,27.0,80.0,5.0,SEDANG
46.0,20.0,22.0,79.0,9.0,SEDANG
48.0,21.0,20.0,128.0,5.0,TIDAK SEHAT
30.0,20.0,19.0,141.0,5.0,TIDAK SEHAT
40.0,19.0,17.0,18.0,2.0,BAIK
27.0,19.0,18.0,20.0,2.0,BAIK
28.0,20.0,15.0,18.0,2.0,BAIK
20.0,18.0,16.0,19.0,2.0,BAIK
19.0,18.0,16.0,21.0,2.0,BAIK
23.0,19.0,16.0,28.0,3.0,BAIK
29.0,21.0,23.0,18.0,4.0,BAIK
27.0,21.0,21.0,19.0,3.0,BAIK
39.0,20.0,18.0,20.0,3.0,BAIK
33.0,19.0,17.0,27.0,3.0,BAIK
27.0,20.0,15.0,25.0,2.0,BAIK
30.0,19.0,18.0,29.0,4.0,BAIK
28.0,20.0,19.0,78.0,6.0,SEDANG
35.0,22.0,19.0,40.0,4.0,BAIK
25.0,20.0,17.0,16.0,2.0,BAIK
24.0,20.0,25.0,21.0,2.0,BAIK
27.0,19.0,24.0,16.0,1.0,BAIK
10.0,20.0,20.0,31.0,4.0,BAIK
51.0,23.0,22.0,18.0,2.0,SEDANG
33.0,20.0,18.0,29.0,2.0,BAIK
17.0,23.0,17.0,25.0,2.0,BAIK
27.0,21.0,19.0,31.0,4.0,BAIK
33.0,21.0,18.0,30.0,3.0,BAIK
30.0,21.0,22.0,28.0,3.0,BAIK
28.0,20.0,26.0,25.0,3.0,BAIK
34.0,21.0,21.0,35.0,3.0,BAIK
24.0,21.0,18.0,34.0,2.0,BAIK
20.0,19.0,14.0,22.0,2.0,BAIK
16.0,20.0,14.0,33.0,2.0,BAIK
22.0,21.0,15.0,27.0,3.0,BAIK
31.0,23.0,17.0,35.0,3.0,BAIK
35.0,24.0,21.0,45.0,4.0,BAIK
49.0,23.0,18.0,54.0,3.0,SEDANG
38.0,23.0,21.0,30.0,4.0,BAIK
35.0,20.0,22.0,27.0,2.0,BAIK
14.0,18.0,12.0,17.0,1.0,BAIK
24.0,21.0,20.0,19.0,2.0,BAIK
23.0,19.0,17.0,21.0,2.0,BAIK
18.0,19.0,14.0,24.0,2.0,BAIK
21.0,20.0,14.0,27.0,2.0,BAIK
48.0,27.0,19.0,44.0,3.0,BAIK
24.0,23.0,16.0,29.0,2.0,BAIK
28.0,23.0,16.0,44.0,3.0,BAIK
40.0,30.0,18.0,36.0,4.0,BAIK
35.0,22.0,18.0,38.0,4.0,BAIK
39.0,23.0,17.0,50.0,4.0,BAIK
31.0,23.0,17.0,38.0,4.0,BAIK
30.0,21.0,19.0,33.0,3.0,BAIK
24.0,23.0,19.0,29.0,3.0,BAIK
35.0,23.0,19.0,34.0,4.0,BAIK
41.0,22.0,22.0,23.0,5.0,BAIK
46.0,22.0,27.0,20.0,5.0,BAIK
27.0,20.0,18.0,23.0,2.0,BAIK
25.0,20.0,17.0,25.0,2.0,BAIK
17.0,20.0,17.0,18.0,2.0,BAIK
28.0,21.0,17.0,34.0,3.0,BAIK
33.0,23.0,20.0,39.0,3.0,BAIK
26.0,20.0,19.0,19.0,3.0,BAIK
21.0,20.0,19.0,25.0,3.0,BAIK
27.0,21.0,19.0,37.0,3.0,BAIK
32.0,22.0,17.0,23.0,4.0,BAIK
22.0,20.0,17.0,19.0,2.0,BAIK
27.0,21.0,20.0,23.0,3.0,BAIK
28.0,21.0,20.0,27.0,3.0,BAIK
44.0,21.0,19.0,31.0,3.0,BAIK
46.0,23.0,26.0,30.0,4.0,BAIK
18.0,21.0,19.0,27.0,3.0,BAIK
22.0,20.0,16.0,27.0,2.0,BAIK
31.0,19.0,19.0,27.0,3.0,BAIK
24.0,21.0,35.0,31.0,5.0,BAIK
28.0,23.0,38.0,29.0,3.0,BAIK
24.0,25.0,19.0,30.0,3.0,BAIK
15.0,20.0,21.0,43.0,3.0,BAIK
41.0,21.0,22.0,40.0,5.0,BAIK
37.0,21.0,25.0,36.0,6.0,BAIK
21.0,22.0,32.0,25.0,5.0,BAIK
20.0,22.0,23.0,42.0,3.0,BAIK
13.0,22.0,17.0,24.0,3.0,BAIK
29.0,22.0,19.0,40.0,3.0,BAIK
19.0,21.0,20.0,34.0,3.0,BAIK
24.0,28.0,22.0,29.0,4.0,BAIK
37.0,21.0,19.0,29.0,3.0,BAIK
27.0,23.0,28.0,18.0,4.0,BAIK
49.0,25.0,29.0,25.0,4.0,BAIK
32.0,22.0,19.0,39.0,3.0,BAIK
23.0,20.0,16.0,42.0,2.0,BAIK
36.0,22.0,22.0,41.0,4.0,BAIK
44.0,22.0,26.0,30.0,4.0,BAIK
48.0,21.0,26.0,21.0,3.0,BAIK
52.0,22.0,24.0,66.0,4.0,SEDANG
48.0,21.0,23.0,82.0,4.0,SEDANG
57.0,23.0,19.0,51.0,3.0,SEDANG
42.0,22.0,29.0,130.0,5.0,TIDAK SEHAT
37.0,20.0,20.0,37.0,3.0,BAIK
51.0,28.0,20.0,30.0,4.0,SEDANG
47.0,23.0,24.0,27.0,4.0,BAIK
49.0,22.0,26.0,50.0,4.0,BAIK
57.0,26.0,29.0,42.0,5.0,SEDANG
49.0,24.0,27.0,23.0,3.0,BAIK
36.0,25.0,18.0,32.0,2.0,BAIK
36.0,24.0,20.0,24.0,3.0,BAIK
49.0,23.0,20.0,23.0,2.0,BAIK
52.0,22.0,20.0,36.0,3.0,SEDANG
54.0,28.0,24.0,59.0,5.0,SEDANG
52.0,28.0,20.0,72.0,7.0,SEDANG
62.0,26.0,24.0,56.0,6.0,SEDANG
68.0,24.0,46.0,91.0,4.0,SEDANG
42.0,25.0,21.0,68.0,4.0,SEDANG
44.0,24.0,23.0,133.0,6.0,TIDAK SEHAT
47.0,24.0,27.0,67.0,4.0,SEDANG
30.0,23.0,18.0,33.0,3.0,BAIK
67.0,24.0,37.0,53.0,7.0,SEDANG
66.0,27.0,23.0,28.0,4.0,SEDANG
26.0,21.0,16.0,40.0,3.0,BAIK
